riis on geniaaln,CPU Name,Cores,Price,CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Perf.,Test Date,Socket,Category
,Intel Core2 Duo T7600 @ 2.33GHz,2,$99.95*,772,7.72,857,8.57,34,22.70,Dec 2008,"PBGA479, PPGA478",Laptop
,Intel Core2 Duo T7800 @ 2.60GHz,2,$607.99*,965,1.59,"1,035",1.70,35,27.56,Mar 2009,BGA479,Laptop
,Intel Core2 Duo T8300 @ 2.40GHz,2,$108.95*,890,8.17,996,9.14,35,25.42,Dec 2008,BGA479,Laptop
,Intel Core2 Duo T9400 @ 2.53GHz,2,$44.95*,927,20.62,"1,031",22.94,35,26.49,Jan 2009,BGA479,Laptop
,Intel Core2 Duo T9550 @ 2.66GHz,2,$298.95*,899,3.01,"1,017",3.40,35,25.69,Feb 2009,BGA479,Laptop
,Intel Core2 Duo T9800 @ 2.93GHz,2,$423.89*,"1,173",2.77,"1,235",2.91,35,33.50,Feb 2009,BGA479,Laptop
,Intel Core2 Duo U7300 @ 1.30GHz,2,NA,509,NA,540,NA,10,50.87,Oct 2009,BGA956,Laptop
,Intel Core2 Duo U7600 @ 1.20GHz,2,NA,316,NA,427,NA,10,31.60,Feb 2009,BGA479,Laptop
,Intel Core2 Duo U9300 @ 1.20GHz,2,NA,485,NA,542,NA,10,48.53,May 2009,BGA956,Laptop
,Intel Core2 Extreme Q6800 @ 2.93GHz,4,"$1,125.00*","2,267",2.02,"1,202",1.07,75,30.23,Dec 2008,LGA775,Desktop
,Intel Core2 Extreme Q9200 @ 2.40GHz,4,NA,"2,011",NA,"1,080",NA,NA,NA,Nov 2019,Unknown,Desktop
,Intel Core2 Extreme X6800 @ 2.93GHz,2,$263.64*,823,3.12,973,3.69,75,10.98,Dec 2008,PLGA775,Desktop
,Intel Core2 Extreme X7900 @ 2.80GHz,2,$159.95*,"1,018",6.37,"1,040",6.50,44,23.15,Mar 2009,PGA478,Laptop
,Intel Core2 Extreme X9100 @ 3.06GHz,2,$851.00*,"1,187",1.39,"1,187",1.39,44,26.98,Dec 2008,PGA478,Laptop
,Intel Core2 Extreme X9750 @ 3.16GHz,4,NA,"2,348",NA,"1,352",NA,NA,NA,Mar 2009,Unknown,Unknown
,Intel Core2 Extreme X9775 @ 3.20GHz,4,"$1,805.95*","2,780",1.54,"1,451",0.80,150,18.53,Feb 2009,LGA771,Desktop
,Intel Core2 Quad Q6700 @ 2.66GHz,4,$99.95*,"2,010",20.11,"1,071",10.72,105,19.14,Nov 2008,LGA775,Desktop
,Intel Core2 Quad Q8300 @ 2.50GHz,4,$54.46,"1,793",32.92,"1,058",19.42,95,18.87,Feb 2009,LGA775,Desktop
,Intel Core2 Quad Q9000 @ 2.00GHz,4,$389.00*,"1,522",3.91,878,2.26,45,33.82,Feb 2009,PGA478,Laptop
,Intel Core2 Quad Q9300 @ 2.50GHz,4,$68.02*,"1,940",28.53,"1,087",15.98,95,20.43,Nov 2008,LGA775,Desktop
,Intel Core2 Quad Q9450 @ 2.66GHz,4,$35.70*,"2,099",58.80,"1,144",32.06,95,22.10,Nov 2008,LGA775,Desktop
,Intel Core2 Quad Q9505 @ 2.83GHz,4,$190.00*,"2,020",10.63,"1,190",6.26,95,21.26,Nov 2009,LGA775,Desktop
,Intel Core2 Quad Q9650 @ 3.00GHz,4,$56.10,"2,380",42.43,"1,290",22.99,95,25.05,Dec 2008,LGA775,Desktop
,Intel Core2 Solo U3500 @ 1.40GHz,1,NA,252,NA,546,NA,5.5,45.80,Jul 2009,BGA956,Laptop
,Intel Pentium 1403 v2 @ 2.60GHz,2,NA,"2,284",NA,"1,391",NA,80,28.55,Sep 2018,Unknown,Server
,Intel Pentium 2030M @ 2.50GHz,2,$134.00*,"1,444",10.77,"1,267",9.45,35,41.25,Oct 2013,FCPGA988,Laptop
,Intel Pentium 2127U @ 1.90GHz,2,$134.00*,"1,117",8.34,"1,022",7.63,17,65.71,Aug 2013,FCBGA1023,Laptop
,Intel Pentium 3550M @ 2.30GHz,2,$215.92*,"1,238",5.73,"1,143",5.29,37,33.45,Feb 2014,FCPGA946,Laptop
,Intel Pentium 3558U @ 1.70GHz,2,NA,"1,018",NA,944,NA,15,67.84,Jul 2014,FCBGA1168,Laptop
,Intel Pentium 3560Y @ 1.20GHz,2,NA,849,NA,700,NA,11.5,73.83,Nov 2013,BGA1168,Laptop
,Intel Pentium 3825U @ 1.90GHz,2,NA,"1,343",NA,"1,106",NA,15,89.56,Aug 2015,FCBGA1168,Laptop
,Intel Pentium 4 1.60GHz,1,NA,84,NA,225,NA,38,2.22,Feb 2009,PGA478,Desktop
,Intel Pentium 4 1.80GHz,1,NA,115,NA,318,NA,68.1,1.68,Dec 2008,PGA478,Desktop
,Intel Pentium 4 1300MHz,1,NA,77,NA,203,NA,51.6,1.50,Mar 2009,PGA423,Desktop
,Intel Pentium 4 1500MHz,1,NA,81,NA,223,NA,57.8,1.41,Mar 2009,PGA423,Desktop
,Intel Pentium 4 1800MHz,1,NA,114,NA,317,NA,68.1,1.67,Feb 2009,PGA478,Desktop
,Intel Pentium 4 2.20GHz,1,NA,157,NA,379,NA,57.1,2.76,Jan 2009,PGA478,Desktop
,Intel Pentium 4 2.40GHz,1,NA,131,NA,360,NA,59.8,2.20,Dec 2008,PGA478,Desktop
,Intel Pentium 4 2.53GHz,1,NA,162,NA,442,NA,61.5,2.64,Feb 2009,PGA478,Desktop
,Intel Pentium 4 2.66GHz,1,NA,157,NA,431,NA,66.1,2.38,Jan 2009,PGA478,Desktop
,Intel Pentium 4 2.93GHz,1,NA,150,NA,269,NA,NA,NA,Feb 2009,Unknown,Desktop
,Intel Pentium 4 3.06GHz,1,NA,249,NA,551,NA,81.8,3.04,Feb 2009,PGA478,Desktop
,Intel Pentium 4 3.40GHz,1,NA,293,NA,666,NA,89,3.29,Dec 2008,PGA478,Desktop
,Intel Pentium 4 3.60GHz,1,NA,320,NA,605,NA,115,2.79,Nov 2008,Unknown,Desktop
,Intel Pentium 4 3.80GHz,1,NA,313,NA,596,NA,65,4.81,Dec 2008,Unknown,Desktop
,Intel Pentium 4 Mobile 1.60GHz,1,NA,116,NA,254,NA,NA,NA,Feb 2009,Unknown,Laptop
,Intel Pentium 4 Mobile 1.90GHz,1,NA,136,NA,282,NA,NA,NA,Jul 2009,Unknown,Laptop
,Intel Pentium 4405U @ 2.10GHz,2,NA,"2,072",NA,"1,217",NA,15,138.14,Dec 2015,FCBGA1356,Laptop
,Intel Pentium 4410Y @ 1.50GHz,2,$161.00*,"1,444",8.97,777,4.83,6,240.71,Nov 2017,FCBGA1515,Laptop
,Intel Pentium 4415Y @ 1.60GHz,2,$161.00*,"1,618",10.05,916,5.69,6,269.59,Aug 2018,FCBGA1515,Laptop
,Intel Pentium 4425Y @ 1.70GHz,2,$161.00*,"1,689",10.49,963,5.98,6,281.43,Jul 2020,FCBGA1515,Laptop
,Intel Pentium 6405U @ 2.40GHz,2,$161.00*,"2,360",14.66,"1,420",8.82,15,157.31,May 2020,FCBGA1528,Laptop
,Intel Pentium 957 @ 1.20GHz,2,$134.00*,622,4.64,574,4.28,17,36.59,Aug 2011,FCBGA1023,Laptop
,Intel Pentium 987 @ 1.50GHz,2,NA,626,NA,634,NA,17,36.84,Jul 2012,FCBGA1023,Laptop
,Intel Pentium A1018 @ 2.10GHz,2,NA,"1,117",NA,"1,020",NA,35,31.90,Aug 2014,FCPGA988,Laptop
,Intel Pentium B940 @ 2.00GHz,2,$29.94*,823,27.49,868,29.00,35,23.52,Jun 2011,PGA988,Laptop
,Intel Pentium B960 @ 2.20GHz,2,$38.68*,901,23.29,942,24.36,35,25.74,Jan 2012,PGA988,Laptop
,Intel Pentium B980 @ 2.40GHz,2,$35.81,"1,082",30.21,"1,058",29.54,35,30.91,Dec 2012,FCPGA988,Laptop
,Intel Pentium D 830 @ 3.00GHz,2,NA,474,NA,535,NA,95,4.99,Dec 2008,PLGA775,Desktop
,Intel Pentium D 940 @ 3.20GHz,2,NA,498,NA,574,NA,130,3.83,Dec 2008,PLGA775,Desktop
,Intel Pentium D 960 @ 3.60GHz,2,NA,743,NA,775,NA,130,5.71,Apr 2009,PLGA775,Desktop
,Intel Pentium E2140 @ 1.60GHz,2,$59.00*,508,8.62,594,10.07,65,7.82,Nov 2008,"LGA775, PLGA775",Desktop
,Intel Pentium E2180 @ 2.00GHz,2,$19.50,662,33.96,743,38.11,65,10.19,Nov 2008,LGA775,Desktop
,Intel Pentium E2210 @ 2.20GHz,2,NA,702,NA,946,NA,65,10.81,Sep 2009,LGA775,Desktop
,Intel Pentium E5200 @ 2.50GHz,2,$49.94,847,16.97,"1,007",20.16,65,13.04,May 2009,LGA775,Desktop
,Intel Pentium E5400 @ 2.70GHz,2,$92.76,917,9.89,"1,077",11.61,65,14.11,Apr 2009,LGA775,Desktop
,Intel Pentium E5700 @ 3.00GHz,2,$69.99,"1,016",14.52,"1,177",16.81,65,15.63,Sep 2010,LGA775,Desktop
,Intel Pentium E6300 @ 2.80GHz,2,$41.85,979,23.40,"1,123",26.83,65,15.06,Jun 2009,LGA775,Desktop
,Intel Pentium E6600 @ 3.06GHz,2,$12.99,"1,044",80.38,"1,132",87.14,65,16.06,Nov 2010,LGA775,Desktop
,Intel Pentium E6800 @ 3.33GHz,2,$24.95*,"1,184",47.47,"1,375",55.12,65,18.22,Oct 2010,LGA775,Desktop
,Intel Pentium Extreme Edition 965 @ 3.73GHz,2,NA,987,NA,818,NA,130,7.59,Mar 2009,PLGA775,Desktop
,Intel Pentium G2020 @ 2.90GHz,2,$50.00,"1,648",32.96,"1,557",31.13,55,29.96,Jan 2013,FCLGA1155,Desktop
,Intel Pentium G2030 @ 3.00GHz,2,$29.00,"1,701",58.65,"1,598",55.12,55,30.92,Jul 2013,FCLGA1155,Desktop
,Intel Pentium G2100T @ 2.60GHz,2,NA,"1,691",NA,"1,460",NA,35,48.33,May 2016,LGA1155,Desktop
,Intel Pentium G2120T @ 2.70GHz,2,NA,"1,613",NA,"1,493",NA,35,46.09,Mar 2020,FCLGA1155,Desktop
,Intel Pentium G2140 @ 3.30GHz,2,$45.00,"2,059",45.75,"1,837",40.83,55,37.44,Jan 2014,LGA1155,Desktop
,Intel Pentium G3220T @ 2.60GHz,2,$69.95*,"1,539",22.01,"1,436",20.53,35,43.99,Mar 2014,LGA1150,Desktop
,Intel Pentium G3240T @ 2.70GHz,2,NA,"1,755",NA,"1,558",NA,35,50.14,Aug 2014,LGA1150,Desktop
,Intel Pentium G3250T @ 2.80GHz,2,$49.99*,"1,699",34.00,"1,553",31.07,35,48.55,Jan 2015,LGA1150,Desktop
,Intel Pentium G3260 @ 3.30GHz,2,$67.97,"2,020",29.72,"1,858",27.33,53,38.11,May 2015,LGA1150,Desktop
,Intel Pentium G3320TE @ 2.30GHz,2,NA,"1,623",NA,"1,314",NA,35,46.38,Jan 2014,FCLGA1150,Desktop
,Intel Pentium G3420T @ 2.70GHz,2,$159.99*,"1,912",11.95,"1,570",9.81,35,54.61,Sep 2014,LGA1150,Desktop
,Intel Pentium G3440 @ 3.30GHz,2,$59.99,"2,129",35.50,"1,895",31.60,53,40.18,Jul 2014,LGA1150,Desktop
,Intel Pentium G3450 @ 3.40GHz,2,$58.00,"1,903",32.81,"1,730",29.82,53,35.91,Jul 2014,FCLGA1150,Desktop
,Intel Pentium G3460 @ 3.50GHz,2,$59.96,"2,165",36.10,"1,954",32.59,53,40.84,Sep 2014,LGA1150,Desktop
,Intel Pentium G4400 @ 3.30GHz,2,$99.43,"2,589",26.04,"2,025",20.37,54,47.94,Oct 2015,FCLGA1151,Desktop
,Intel Pentium G4400TE @ 2.40GHz,2,$64.00*,"2,190",34.23,"1,481",23.13,35,62.58,Jun 2018,FCLGA1151,Laptop
,Intel Pentium G4500T @ 3.00GHz,2,NA,"2,518",NA,"1,845",NA,35,71.95,Mar 2016,FCLGA1151,Desktop
,Intel Pentium G4560 @ 3.50GHz,2,$156.44*,"3,520",22.50,"2,112",13.50,54,65.19,Jan 2017,FCLGA1151,Desktop
,Intel Pentium G4600 @ 3.60GHz,2,$141.89*,"3,606",25.41,"2,189",15.43,51,70.71,Jan 2017,FCLGA1151,Desktop
,Intel Pentium G4620 @ 3.70GHz,2,$137.40,"3,812",27.75,"2,280",16.59,51,74.75,Jan 2017,FCLGA1151,Desktop
,Intel Pentium G620T @ 2.20GHz,2,$19.99*,896,44.84,961,48.05,35,25.61,Jul 2011,LGA1155,Desktop
,Intel Pentium G630T @ 2.30GHz,2,$75.00*,"1,029",13.72,"1,040",13.87,35,29.40,Oct 2011,LGA1155,Desktop
,Intel Pentium G640T @ 2.40GHz,2,$92.99,"1,139",12.25,"1,102",11.85,35,32.54,Jan 2012,LGA1155,Desktop
,Intel Pentium G645T @ 2.50GHz,2,NA,"1,241",NA,"1,195",NA,35,35.46,Jan 2012,LGA1155,Desktop
,Intel Pentium G6951 @ 2.80GHz,2,$94.00*,"1,401",14.91,"1,137",12.10,73,19.19,Jan 2011,LGA1156,Desktop
,Intel Pentium G840 @ 2.80GHz,2,$49.99*,"1,140",22.81,"1,240",24.80,65,17.54,Jun 2011,FCLGA1155,Desktop
,Intel Pentium G860 @ 3.00GHz,2,$72.99,"1,402",19.20,"1,375",18.84,65,21.56,Nov 2011,FCLGA1155,Desktop
,Intel Pentium GOLD 6500Y @ 1.10GHz,2,NA,"3,214",NA,"2,005",NA,5,642.79,Oct 2021,Unknown,Mobile/Embedded
,Intel Pentium Gold G5400 @ 3.70GHz,2,$145.99,"3,723",25.50,"2,231",15.28,54,68.94,Apr 2018,FCLGA1151-2,Desktop
,Intel Pentium Gold G5420 @ 3.80GHz,2,$196.89,"3,530",17.93,"2,291",11.64,54,65.37,Jun 2019,FCLGA1151-2,Desktop
,Intel Pentium Gold G5500 @ 3.80GHz,2,$189.67,"3,715",19.59,"2,252",11.88,54,68.80,May 2018,FCLGA1151-2,Desktop
,Intel Pentium Gold G5600 @ 3.90GHz,2,$156.80,"3,769",24.03,"2,291",14.61,54,69.79,May 2018,FCLGA1151-2,Desktop
,Intel Pentium Gold G5620 @ 4.00GHz,2,$159.99*,"4,102",25.64,"2,424",15.15,54,75.97,Dec 2019,FCLGA1151-2,Desktop
,Intel Pentium Gold G6400T @ 3.40GHz,2,$64.00*,"3,610",56.40,"2,140",33.44,35,103.14,Apr 2021,FCLGA1200,Desktop
,Intel Pentium Gold G6405T @ 3.50GHz,2,$64.00*,"3,746",58.54,"2,206",34.47,35,107.04,Jun 2021,FCLGA1200,Desktop
,Intel Pentium Gold G6500T @ 3.50GHz,2,$75.00*,"4,005",53.40,"2,277",30.36,35,114.42,Mar 2021,FCLGA1200,Desktop
,Intel Pentium Gold G6600 @ 4.20GHz,2,$147.60,"4,396",29.78,"2,577",17.46,58,75.80,Mar 2021,FCLGA1200,Desktop
,Intel Pentium III 1400 @ 1400MHz,1,NA,193,NA,272,NA,31.2,6.19,Aug 2009,Socket 370,Desktop
,Intel Pentium III Mobile 1066MHz,1,NA,160,NA,210,NA,NA,NA,Mar 2009,Unknown,Laptop
,Intel Pentium III Mobile 1200MHz,1,NA,156,NA,216,NA,NA,NA,Feb 2009,Unknown,Laptop
,Intel Pentium III Mobile 866MHz,1,NA,99,NA,132,NA,NA,NA,Apr 2009,Unknown,Laptop
,Intel Pentium J2900 @ 2.41GHz,4,NA,"1,236",NA,729,NA,10,123.58,Feb 2014,FCBGA1170,Desktop
,Intel Pentium J4205 @ 1.50GHz,4,NA,"2,384",NA,914,NA,10,238.39,Oct 2016,FCBGA1296,Desktop
,Intel Pentium M 1.20GHz,1,NA,199,NA,262,NA,NA,NA,Dec 2008,Unknown,Unknown
,Intel Pentium M 1.40GHz,1,NA,225,NA,264,NA,22,10.21,Dec 2008,"H-PBGA479, PPG",Laptop
,Intel Pentium M 1.60GHz,1,NA,229,NA,307,NA,24.5,9.36,Nov 2008,"H-PBGA479, PPG",Laptop
,Intel Pentium M 1.73GHz,1,NA,205,NA,494,NA,27,7.58,Jan 2009,"H-PBGA479, PPGA4",Laptop
,Intel Pentium M 1.86GHz,1,NA,238,NA,460,NA,27,8.82,Feb 2009,"H-PBGA479, PPGA4",Laptop
,Intel Pentium M 1200MHz,1,NA,155,NA,166,NA,12,12.88,Apr 2009,Unknown,Laptop
,Intel Pentium M 1400MHz,1,NA,208,NA,282,NA,22,9.46,Feb 2009,"H-PBGA479, PPGA4",Laptop
,Intel Pentium M 1600MHz,1,NA,193,NA,313,NA,24.5,7.86,Feb 2009,"H-PBGA479, PPGA4",Laptop
,Intel Pentium M 2.00GHz,1,NA,270,NA,363,NA,21,12.87,Feb 2009,"H-PBGA479, PPGA4",Laptop
,Intel Pentium M 2.13GHz,1,NA,271,NA,354,NA,27,10.02,Feb 2009,"H-PBGA479, PPGA4",Laptop
,Intel Pentium M 900MHz,1,NA,141,NA,200,NA,7,20.19,May 2009,Unknown,Laptop
,Intel Pentium N3520 @ 2.16GHz,4,NA,"1,122",NA,668,NA,7.5,149.66,Jan 2014,FCBGA1170,Laptop
,Intel Pentium N3540 @ 2.16GHz,4,$250.87*,"1,217",4.85,713,2.84,7.5,162.32,Oct 2014,FCBGA1170,Laptop
,Intel Pentium N3710 @ 1.60GHz,4,NA,"1,352",NA,688,NA,6,225.32,Mar 2016,FCBGA1170,Laptop
,Intel Pentium N6415 @ 1.20GHz,4,$80.00*,"3,760",47.00,"1,616",20.20,6.5,578.47,Apr 2021,FCBGA1493,Mobile/Embedded
,Intel Pentium P6100 @ 2.00GHz,2,$28.44*,845,29.71,828,29.11,35,24.14,Sep 2010,PGA988,Laptop
,Intel Pentium P6300 @ 2.27GHz,2,NA,881,NA,727,NA,35,25.18,May 2011,PGA988,Laptop
,Intel Pentium Silver J5040 @ 2.00GHz,4,NA,"3,586",NA,"1,421",NA,NA,NA,Jan 2020,FCBGA1090,Desktop
,Intel Pentium Silver N5020 @ 1.10GHz,4,NA,"3,404",NA,"1,307",NA,6,567.30,Nov 2021,FCBGA1090,Laptop
,Intel Pentium Silver N6000 @ 1.10GHz,4,NA,"3,176",NA,"1,221",NA,6,529.32,Mar 2021,FCBGA1338,Mobile/Embedded
,Intel Pentium SU2700 @ 1.30GHz,1,NA,239,NA,432,NA,10,23.87,Aug 2009,Unknown,Laptop
,Intel Pentium T2060 @ 1.60GHz,2,NA,330,NA,490,NA,31,10.65,Dec 2008,PGA478,Laptop
,Intel Pentium T2130 @ 1.86GHz,2,NA,382,NA,583,NA,31,12.33,Feb 2009,PGA478,Laptop
,Intel Pentium T2330 @ 1.60GHz,2,NA,542,NA,582,NA,35,15.49,Feb 2009,PPGA478,Laptop
,Intel Pentium T2390 @ 1.86GHz,2,NA,556,NA,651,NA,35,15.88,Feb 2009,PPGA478,Laptop
,Intel Pentium T3200 @ 2.00GHz,2,$12.00*,621,51.78,704,58.63,35,17.75,Feb 2009,PPGA478,Laptop
,Intel Pentium T4200 @ 2.00GHz,2,$12.00*,717,59.75,800,66.66,35,20.49,Mar 2009,PGA478,Laptop
,Intel Pentium T4400 @ 2.20GHz,2,NA,749,NA,855,NA,35,21.39,Dec 2011,PGA478,Laptop
,Intel Pentium U5400 @ 1.20GHz,2,NA,439,NA,470,NA,18,24.41,Aug 2010,BGA1288,Laptop
,Intel T1400 @ 1.73GHz,2,$15.00*,475,31.70,671,44.73,NA,NA,Mar 2009,Unknown,Unknown
,Intel T2050 @ 2.00GHz,2,NA,516,NA,611,NA,31,16.64,Dec 2012,PPGA478,Unknown
,Intel XEON 2.20GHz,1,NA,164,NA,351,NA,NA,NA,May 2009,Unknown,Server
,Intel Xeon 2.80GHz,1,NA,260,NA,384,NA,103,2.52,Nov 2008,PPGA604,Server
,Intel Xeon 3.20GHz,1,NA,478,NA,696,NA,103,4.64,Feb 2009,PPGA604,Server
,Intel Xeon 3.60GHz,1,$851.00*,403,0.47,643,0.76,110,3.67,Mar 2009,PPGA604,Server
,Intel Xeon 3.80GHz,1,$851.00*,393,0.46,594,0.70,110,3.57,Apr 2009,PPGA604,Server
,Intel Xeon 3050 @ 2.13GHz,2,$157.95*,841,5.32,672,4.26,65,12.93,Feb 2009,LGA775,Server
,Intel Xeon 3065 @ 2.33GHz,2,$20.90*,867,41.49,836,40.00,65,13.34,May 2009,LGA775,Server
,Intel Xeon 3075 @ 2.66GHz,2,$349.95*,"1,096",3.13,"1,096",3.13,NA,NA,Feb 2011,Unknown,Server
,Intel Xeon 5110 @ 1.60GHz,2,$35.00*,600,17.14,606,17.32,65,9.23,Mar 2009,LGA771,Server
,Intel Xeon 5130 @ 2.00GHz,2,$48.99*,795,16.22,796,16.24,65,12.23,Feb 2009,LGA771,Server
,Intel Xeon 5140 @ 2.33GHz,2,$36.99*,857,23.16,870,23.51,65,13.18,Mar 2009,LGA771,Server
,Intel Xeon 5150 @ 2.66GHz,2,$30.99*,840,27.11,999,32.23,65,12.92,Feb 2009,LGA771,Server
,Intel Xeon @ 2.00GHz,6,NA,"7,363",NA,939,NA,NA,NA,Jun 2019,Unknown,Unknown
,Intel Xeon Bronze 3104 @ 1.70GHz,6,$461.41,"4,627",10.03,"1,015",2.20,85,54.43,Jan 2018,FCLGA3647,Server
,Intel Xeon Bronze 3204 @ 1.90GHz,6,$273.99*,"5,060",18.47,"1,111",4.05,85,59.53,Jan 2020,FCLGA3647,Server
,Intel Xeon D-1520 @ 2.20GHz,4,NA,"3,324",NA,419,NA,45,73.87,Nov 2015,BGA 1667,Server
,Intel Xeon D-1528 @ 1.90GHz,6,NA,"5,910",NA,"1,281",NA,35,168.85,May 2016,FCBGA1667,"Laptop, Server"
,Intel Xeon D-1537 @ 1.70GHz,8,$571.00*,"7,176",12.57,"1,104",1.93,35,205.03,Apr 2018,FCBGA1667,Server
,Intel Xeon D-1540 @ 2.00GHz,8,NA,"10,017",NA,"1,621",NA,45,222.60,Apr 2015,FCBGA1667,Server
,Intel Xeon D-1548 @ 2.00GHz,8,$555.00*,"9,075",16.35,"1,647",2.97,45,201.66,Apr 2019,FCBGA1667,Server
,Intel Xeon D-1559 @ 1.50GHz,12,NA,"5,647",NA,569,NA,45,125.48,Aug 2017,FCBGA1667,Server
,Intel Xeon D-1577 @ 1.30GHz,16,"$1,176.00*","11,645",9.90,"1,319",1.12,45,258.78,Sep 2020,FCBGA1667,Server
,Intel Xeon D-1587 @ 1.70GHz,16,NA,"9,223",NA,835,NA,65,141.90,Jul 2016,FCBGA1667,Server
,Intel Xeon D-1622 @ 2.60GHz,4,$170.00*,"6,205",36.50,"1,875",11.03,40,155.12,Apr 2021,FCBGA1667,Server
,Intel Xeon D-2141I @ 2.20GHz,8,$555.00*,"12,177",21.94,"1,756",3.16,65,187.33,Jan 2019,FCBGA2518,Server
,Intel Xeon D-2146NT @ 2.30GHz,8,$641.00*,"11,718",18.28,"1,786",2.79,80,146.47,Aug 2019,FCBGA2518,Server
,Intel Xeon D-2183IT @ 2.20GHz,16,"$1,764.00*","18,385",10.42,"1,728",0.98,100,183.85,May 2018,FCBGA2518,Server
,Intel Xeon E-2104G @ 3.20GHz,4,$379.00*,"6,215",16.40,"1,981",5.23,65,95.62,Oct 2018,FCLGA1151-2,Server
,Intel Xeon E-2124G @ 3.40GHz,4,$254.00*,"7,534",29.66,"2,796",11.01,71,106.11,Nov 2018,FCLGA1151-2,Server
,Intel Xeon E-2134 @ 3.50GHz,4,$274.99,"8,741",31.79,"2,569",9.34,71,123.11,Jan 2019,FCLGA1151-2,Server
,Intel Xeon E-2144G @ 3.60GHz,4,$301.17*,"9,288",30.84,"2,704",8.98,71,130.81,Feb 2019,FCLGA1151-2,Server
,Intel Xeon E-2174G @ 3.80GHz,4,$359.99,"9,568",26.58,"2,648",7.36,71,134.76,Sep 2018,FCLGA1151-2,Server
,Intel Xeon E-2176M @ 2.70GHz,6,$450.00*,"10,806",24.01,"2,454",5.45,45,240.14,Apr 2018,FCBGA1440,Laptop
,Intel Xeon E-2186M @ 2.90GHz,6,$623.00*,"10,721",17.21,"2,412",3.87,45,238.23,Apr 2018,FCBGA1440,Laptop
,Intel Xeon E-2224G @ 3.50GHz,4,$267.56*,"7,477",27.95,"2,722",10.17,71,105.31,Jul 2019,FCLGA1151-2,Server
,Intel Xeon E-2234 @ 3.60GHz,4,$294.99*,"10,010",33.93,"2,895",9.82,71,140.99,Oct 2020,FCLGA1151-2,Server
,Intel Xeon E-2244G @ 3.80GHz,4,$413.00*,"9,826",23.79,"2,807",6.80,71,138.39,Oct 2019,FCLGA1151-2,Server
,Intel Xeon E-2254ML @ 1.70GHz,4,NA,"6,333",NA,"2,029",NA,25,253.31,Dec 2019,FCBGA1440,Server
,Intel Xeon E-2276G @ 3.80GHz,6,$646.04*,"13,300",20.59,"2,881",4.46,80,166.25,Nov 2019,FCLGA1151-2,Server
,Intel Xeon E-2276ME @ 2.80GHz,6,$450.00*,"9,680",21.51,"1,692",3.76,45,215.11,Jul 2021,FCBGA1440,"Server, Mobile/Embedded"
,Intel Xeon E-2278GE @ 3.30GHz,8,$494.00*,"17,210",34.84,"2,754",5.57,80,215.13,Jun 2020,FCLGA1151-2,Server
,Intel Xeon E-2286G @ 4.00GHz,6,$551.26*,"14,384",26.09,"2,846",5.16,95,151.41,Oct 2019,FCLGA1151-2,Server
,Intel Xeon E-2288G @ 3.70GHz,8,$539.00*,"17,122",31.77,"2,900",5.38,95,180.24,Sep 2019,FCLGA1151-2,Server
,Intel Xeon E3-1205 v6 @ 3.00GHz,4,$193.00*,"5,682",29.44,"1,875",9.72,65,87.41,Jan 2020,FCLGA1151,Server
,Intel Xeon E3-1220 V2 @ 3.10GHz,4,$399.00,"4,689",11.75,"1,917",4.80,69,67.96,Jul 2012,LGA1155,Server
,Intel Xeon E3-1220 v5 @ 3.00GHz,4,$237.74,"5,635",23.70,"1,996",8.40,80,70.44,Jan 2016,FCLGA1151,Server
,Intel Xeon E3-1220L @ 2.20GHz,2,NA,"2,050",NA,"1,421",NA,20,102.51,May 2011,LGA1155,Server
,Intel Xeon E3-1220L v3 @ 1.10GHz,2,NA,"1,407",NA,777,NA,13,108.20,May 2014,LGA1150,Server
,Intel Xeon E3-1225 V2 @ 3.20GHz,4,$225.19,"4,768",21.18,"1,954",8.68,77,61.93,Sep 2012,LGA1155,Server
,Intel Xeon E3-1225 v5 @ 3.30GHz,4,$189.70,"5,893",31.06,"2,039",10.75,80,73.66,Feb 2016,FCLGA1151,Server
,Intel Xeon E3-1226 v3 @ 3.30GHz,4,$279.70,"5,434",19.43,"2,095",7.49,84,64.70,Jul 2014,FCLGA1150,Server
,Intel Xeon E3-1230 V2 @ 3.30GHz,4,$77.00,"6,184",80.31,"1,993",25.88,69,89.62,May 2012,LGA1155,Server
,Intel Xeon E3-1230 v5 @ 3.40GHz,4,$717.00,"8,051",11.23,"2,185",3.05,80,100.64,Jan 2016,FCLGA1151,Server
,Intel Xeon E3-1230L v3 @ 1.80GHz,4,$448.50,"4,764",10.62,"1,502",3.35,25,190.58,Dec 2013,LGA1150,Server
,Intel Xeon E3-1235 @ 3.20GHz,4,$234.00,"4,725",20.19,"1,562",6.68,95,49.73,Jun 2011,LGA1155,Server
,Intel Xeon E3-1240 @ 3.30GHz,4,$49.99,"5,341",106.84,"1,734",34.68,80,66.76,May 2011,LGA1155,Server
,Intel Xeon E3-1240 v3 @ 3.40GHz,4,$681.00*,"7,046",10.35,"2,162",3.17,80,88.08,Jun 2013,LGA1150,Server
,Intel Xeon E3-1240 v6 @ 3.70GHz,4,$393.45,"8,706",22.13,"2,462",6.26,72,120.91,Jul 2017,FCLGA1151,Server
,Intel Xeon E3-1240L v5 @ 2.10GHz,4,$278.00*,"6,072",21.84,"1,910",6.87,25,242.88,Sep 2017,FCLGA1151,Server
